item,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,3.0,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,
71,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,2.0,2.0,2.0,,,1.0,1.0,3.0,2.0,2.0,1.0,,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,2.0,2.0,2.0,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,2.0,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,2.0,2.0,2.0,1.0,1.0
76,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
77,,,,,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,
78,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,2.0,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,1.0,1.0,5.0,5.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,,,1.0,2.0,2.0,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,1.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,,,1.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,,,1.0,1.0,1.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,3.0,3.0,3.0,,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,4.0,3.0,3.0,,,1.0,1.0,1.0
82,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,1.0,2.0,2.0,2.0,,,,,,,,,,,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0
83,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,
84,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
85,,,,,,,,,2.0,5.0,6.0,5.0,3.0,2.0,3.0,1.0,1.0,,,,3.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,,2.0,2.0,2.0,,1.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,,,1.0,1.0,1.0,,2.0,2.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,,,,,,
86,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
88,,,,1.0,1.0,1.0,,,,2.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0
89,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,,1.0,2.0,2.0,1.0,,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,,,,
91,,,,,,,,,,,2.0,2.0,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,
92,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,
93,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,2.0,4.0,4.0,3.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
94,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,3.0,3.0,3.0,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,,,1.0,2.0,2.0
96,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,1.0,2.0,2.0,1.0,,,,
100,,,,,1.0,1.0,1.0,,,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,1.0,1.0,1.0,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,,,,,,,,,,,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,
104,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,4.0,3.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,1.0,3.0,5.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,2.0,2.0,,,1.0,1.0,2.0,4.0,5.0,4.0,1.0,,1.0,1.0,3.0,6.0,6.0,5.0,1.0,4.0,9.0,14.0,13.0,10.0,7.0,8.0,12.0,11.0,10.0,5.0,5.0,3.0,5.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0
107,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,2.0,2.0,3.0,2.0,1.0,,,,,,,1.0,3.0,3.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,3.0,3.0,2.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,
113,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,1.0,1.0,2.0,3.0,2.0,1.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
114,1.0,1.0,1.0,,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
115,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0
116,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,2.0,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,,,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,6.0,7.0,5.0,3.0,4.0,6.0,5.0,6.0,4.0,4.0,2.0,3.0,2.0,1.0,,1.0,2.0,3.0,4.0,5.0,7.0,4.0,3.0,,1.0,1.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0
119,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,1.0,4.0,4.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,4.0,3.0,,,2.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,2.0,3.0,3.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,
124,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,,,,,,,,,2.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1.0,1.0,,,,,,,,,,,,,,1.0,2.0,4.0,4.0,3.0,1.0,,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,,2.0,3.0,3.0,1.0,,,,,1.0,1.0,4.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
128,1.0,1.0,,,,,,,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,2.0,3.0,3.0,1.0,1.0,,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,2.0,4.0
129,,,,,,,,,1.0,1.0,4.0,4.0,4.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,,,,1.0,1.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,1.0,,2.0,2.0,2.0,1.0,,,,3.0,3.0,4.0,2.0,2.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0
130,,,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,2.0,2.0,2.0,1.0,1.0
131,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
134,,,,,,,,,,,,,2.0,2.0,3.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,1.0,2.0,3.0,2.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,
138,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,,1.0
